the_geom,Asset_ID,GI_ID,DEP_Contra,DEP_Cont_1,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,NYC_Waters,BBL,Secondary_,Community_,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Program_Ar,Status_Gro
POINT (-73.9405204122391 40.65535714164264),172902,4035A,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROWB,Constructed (Full Maintenance),1000753.59183,178046.2659,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048440001,0,317,40,43,16,6,96,Standard,Platanus x acerifolia 'Exclamation',Exclamation London Planetree,GKCI05-1A,3,Right of Way (ROW),Constructed
POINT (-73.83328878351998 40.76665425792788),142815,1281D,GQTI11-03,1,ROW,DDC TI-011,ROWB,Constructed (Full Maintenance),1030429.5796,218633.5202,Queens,Combined,TI-011,Flushing Creek,4049480019,0,407,20,40,13,4,52,Standard,Transplant,N/A,GCTI11-01,2,Right of Way (ROW),Constructed
POINT (-73.87563159263041 40.84033875143371),185973,IB746B,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1018662.37,245459.86,Bronx,Combined,HP-007,Bronx River,2040050035,0,206,15,0,10,5,50,,,,GXHP07-03,2,Right of Way (ROW),Constructed
POINT (-73.85315944069949 40.696138682329114),113533,IB1498AB,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1024968.411,192932.675,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4088780020,0,409,32,38,14,4,56,Type C - SW Chamber,No Tree,N/A,53320022-02,3,Right of Way (ROW),Constructed
POINT (-73.85637815193041 40.861202020062564),95998,125A,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROWRG,Constructed (Full Maintenance),1023977.27287,253069.28126,Bronx,Combined,HP-007,Bronx River,2044490001,0,211,13,80,20,6,120,,No Tree,N/A,GXHP07-03,1,Right of Way (ROW),Constructed
POINT (-73.88877268451945 40.76356022497402),110934,866A,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROWB,Constructed (Full Maintenance),1015061.79007,217481.88005,Queens,Combined,BB-005,East River / Open Waters,4010430018,0,403,22,34,14,4.5,63,Standard,Liquidambar styraciflua,Sweetgum,BB05-02-A,1,Right of Way (ROW),Constructed
POINT (-73.86723305662558 40.68318122469657),113847,1844AA,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1021073.001,188205.671,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041510054,0,305,37,54,13,5,65,Type C - SW Chamber,No Tree,N/A,53320022-05,4,Right of Way (ROW),Constructed
POINT (-73.86916387373718 40.686930146934316),112716,1136G,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1020535.448,189570.705,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041220109,0,305,37,54,15,5,75,Type C - SW Chamber,No Tree,N/A,53320022-02,2,Right of Way (ROW),Constructed
POINT (-73.87583917278415 40.721607769611104),104407,667C,GQBB05-01,1,ROW,OGI BB-005 (GI-DCM-TOC) Phase 1,ROWB,Constructed (Full Maintenance),1018666.247,202202.0941,Queens,Combined,BB-005,East River / Open Waters,4029610004,0,405,30,28,20,4,80,Standard,Quercus bicolor,Swamp White Oak,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.85393549617022 40.735486674275435),125324,4255a,GQBB06-01,1,ROW,DPR BB-006 Phase 1,ROWB,Constructed (Full Maintenance),1024729.30949,207267.96864,Queens,Combined,BB-006,Flushing Bay,4021220028,0,406,24,35,15,5,75,Standard,Tilia tomentosa 'Satin Shadow',Satin Shadow Linden,GQBB06-01,4,Right of Way (ROW),Constructed
POINT (-73.85871495937906 40.68979642779738),171031,IB1315B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1023431.612,190619.4745,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089160043,4089160044,409,32,38,10,5,50,Standard,No Tree,N/A,53320022-02,1,Right of Way (ROW),Constructed
POINT (-74.00259353511069 40.60974721554785),189422,PP7013-2,GKOH15-04,4,ROW,DDC OH15 Phase 4,ROW Porous Concrete,90% Design Submitted,983529.8888,161423.7531,Brooklyn,Combined,OH-015,East River / Open Waters,3063130048,0,311,38,0,262,4,"1,048",,,,GKOH15-04,1,Right of Way (ROW),
POINT (-73.84429889390765 40.87867565074852),159179,939b,GXHP24-01,1,ROW,DDC HP-024,ROWB,Constructed (Full Maintenance),1027307.2,259441.31,Bronx,Combined,HP-024,Hutchinson River,2047280017,0,212,12,83,20,4,80,Standard,Nyssa sylvatica,Blackgum,GCHP24-01,Stage-2,Right of Way (ROW),Constructed
POINT (-73.8278605194774 40.755598133580385),143723,246B,GQTI22-02,1,ROW,DDC TI-022,ROWB,Constructed (Full Maintenance),1031941.1413,214608.3275,Queens,Combined,TI-022,Flushing Creek,4051347503,0,407,20,40,10,4,40,Standard,Zelkova serrata,Japanese Zelkova,GCTI11-01,1,Right of Way (ROW),Constructed
POINT (-73.81530545114398 40.77217050545786),185782,IB92062F,GQTI23-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (In Guarantee),1035406.78,220653.26,Queens,Combined,TI-023,East River / Open Waters,4048230010,0,407,19,0,15,4,60,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.906561266876 40.64409061778783),175020,IB6049H,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1010180.4921,173949.788,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081610057,3081610056,318,46,58,10,6,60,Standard,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.88893879124741 40.67442365387714),184024,1215A,HWK797W,OA,ROW,Reconstruction of Schenck Avenue,ROWB,100% Design Submitted,1015056.95,185006.66,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3039790031,0,305,37,54,13,5,65,Standard,Chionanthus virginicus,White Fringetree,,,External,
POINT (-73.90677887110397 40.64783997683524),175196,6105A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWB,In Construction,1010118.6505,175315.7171,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081280001,0,318,42,58,16,5,80,Type D,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.90679031955688 40.64553021233722),175091,IB6074B,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Grass Top,In Construction,1010116.369,174474.2036,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081440005,3081440007,318,42,58,16,4.5,72,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.93798424165055 40.71122694839658),184184,K450-07SPa,GK-S-K450,OS,Onsite,Grand Street Campus,Subsurface Storage,In Construction,1001442.8835,198401.7392,Brooklyn,Combined,NCB-015,Newtown Creek,3030160001,0,301,34,0,0,0,"2,317",,,,GI-CONS-3,1,Public Onsite,In Construction
POINT (-73.8355944425108 40.687519839938616),183860,IB896B,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1029845.016,189801.2361,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094100036,0,409,29,38,20,5,100,Standard,No Tree,N/A,GCJA03-2B,Package-1,Right of Way (ROW),Constructed
POINT (-73.95004673332559 40.661658146271456),181800,IB2030L,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),998109.04844,180340.24632,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3013300066,3013300067,309,40,43,20,5,100,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,1,Right of Way (ROW),Constructed
POINT (-73.8680250029448 40.880161363373496),183312,IB4037A,GXHP07-02,1,ROW,EDC HP-007 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1020745.23,259971.84,Bronx,Combined,HP-007,Bronx River,2046450001,0,212,12,83,10,6,60,Standard,No Tree,N/A,GXHP07-02,1,Right of Way (ROW),Constructed
POINT (-73.94125648597324 40.695486519992045),181452,2-IB156b,GKNC14-06,2,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1000539.5517,192666.4064,Brooklyn,Combined,NCB-014,East River / Open Waters,3017610030,3017610029,303,36,56,11,5,55,Type A - Stone Columns,No Tree,N/A,GNCB14-2A,Package_3,Right of Way (ROW),Constructed
POINT (-73.7937922813093 40.73792247549374),140277,1591A,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROWB,Constructed (Full Maintenance),1041394.87,208188.92,Queens,Combined,TI-010,Flushing Creek,4069040033,0,408,24,25,11,4,44,Standard,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.82524941029737 40.693101448953094),159520,IB430AA,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1032709.97,191840.33,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094380027,0,409,29,24,20,4,80,Standard,No Tree,N/A,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.94903825398848 40.691583344286684),183055,2-IB246e,GKNC14-06,2,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),998382.4982,191243.0135,Brooklyn,Combined,NCB-014,East River / Open Waters,3017790027,0,303,36,56,20,5,100,Standard,No Tree,N/A,GNCB14-2A,Package_3,Right of Way (ROW),Constructed
POINT (-73.8628859239983 40.68298534907438),113981,1945A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1022278.792,188136.165,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4090010029,4090010030,409,32,38,10,5,50,Standard,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.91391270828686 40.64181380136909),181883,IB4096E,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1008141.185,173118.1914,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3079640025,0,318,42,59,11,5,55,Type A - Stone Columns,No Tree,N/A,GKCI05-3A,3,Right of Way (ROW),In Construction
POINT (-73.81577100987836 40.69684920822799),184199,IB39A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1035335.54345,193211.13188,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4093750231,0,409,29,0,13,4,52,Standard,No Tree,N/A,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.89707891968064 40.67165339918646),118200,291,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1012800.17,183994.62,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3037360018,0,305,37,55,20,5,100,Type A - Stone Columns,Quercus bicolor,Swamp White Oak,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.88681198724954 40.670169865463755),99607,1382c,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1015648.9,183457.64,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3040450018,0,305,42,60,12,4,48,Standard,Lagerstroemia 'Muskogee',Muskogee Crapemyrtle,53320022-01,2,Right of Way (ROW),Constructed
POINT (-73.90566370754954 40.672882431708416),132809,254C,GK26W3-03,1,ROW,EDC 26W-003 (Fresh Creek) Phase 1,ROWB,Constructed (Full Maintenance),1010418.28,184439.71,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3036940014,0,316,37,55,10,5,50,Standard,Parrotia persica,Persian Parrotia,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.89771958974686 40.748500450039295),115276,119b,GQBB05-03,3,ROW,OGI BB-005 (GI-DCM-TOC) Phase 3,ROWB,Constructed (Full Maintenance),1012589.75832,211992.09723,Queens,Combined,BB-005,East River / Open Waters,4012050001,1000000000,402,26,30,13,5,65,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.78676907357857 40.7726037289425),106145,1053d,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1043310.4,220829.05,Queens,Combined,TI-010,Flushing Creek,4060300017,4060300014,411,19,26,13,4.5,58.5,Type A - Stone Columns,Nyssa sylvatica,Blackgum,GCTI10-1A,Package-1,Right of Way (ROW),Constructed
POINT (-73.91919770739632 40.657638100990674),150462,7b,GK26W3-03,3,ROW,EDC 26W-003 (Fresh Creek) Phase 3,ROWB,Constructed (Full Maintenance),1006669.16,178882.02,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3046690037,0,317,41,58,20,5,100,Standard,Amelanchier canadensis,Shadblow Serviceberry,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.89192534343994 40.74051795609878),158691,679C,GQBB05-02,2,ROW,OGI BB-005 (GI-DCM-TOC) Phase 2,ROWB,Constructed (Full Maintenance),1014198.81,209085.75,Queens,Combined,BB-005,East River / Open Waters,4013520058,0,402,26,30,13,4,52,Standard,Cercis canadensis,Eastern Redbud,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.85522276470365 40.66714019582255),134521,1572a,GK26W5-06,3,ROW,EDC 26W-005 Phase 3,ROWRG,Constructed (Full Maintenance),1024413.72,182366.75,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4114260002,0,410,32,23,14,5,70,,No Tree,N/A,53320022-03,3,Right of Way (ROW),Constructed
POINT (-73.86275753158753 40.74377938913356),154209,887a,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1022279.7,210285.31,Queens,Combined,BB-008,Flushing Bay,4019260032,0,404,21,39,15,5,75,Standard,Quercus bicolor,Swamp White Oak,GCJAM-01,Work-Order-4,Right of Way (ROW),Constructed
POINT (-73.94341443482566 40.64935289142725),183657,IB6002E,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),999952.01089,175858.22015,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048900139,0,317,40,58,10,5,50,Standard,No Tree,N/A,GKCI05-1A,2,Right of Way (ROW),Constructed
POINT (-73.92488894390635 40.68397351261145),156950,107c,GKNC15-02,2,ROW,EDC NCB-015 (English Kills) Phase 2,ROWB,Constructed (Full Maintenance),1005081.86,188475.35,Brooklyn,Combined,NCB-015,Newtown Creek,3016680077,0,303,41,56,10,5,50,Standard,No Tree,N/A,GKNC15-02,Phase-2-Stage-1,Right of Way (ROW),Constructed
POINT (-73.93815249547622 40.71138975314596),184182,K450-05SPa,GK-S-K450,OS,Onsite,Grand Street Campus,Subsurface Storage,In Construction,1001396.196,198461.0209,Brooklyn,Combined,NCB-015,Newtown Creek,3030160001,0,301,34,0,0,0,"1,807",,,,GI-CONS-3,1,Public Onsite,In Construction
POINT (-73.79291581940358 40.74839182572081),140966,IB2048D,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROW Infiltration Basin with Combination of Concrete and Grass Top,Constructed (Full Maintenance),1041628.74,212003.8,Queens,Combined,TI-010,Flushing Creek,4055870044,0,411,20,25,15,4,60,Standard,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.81616000032541 40.78928599272089),185699,IB11178C,GQTI03-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (In Guarantee),1035157,226888.5,Queens,Combined,TI-003,East River / Open Waters,4045050012,0,407,19,0,20,6,120,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.94251018137166 40.67920126434574),183409,1-IB332d,GKNC14-05,1,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1000195.7965,186732.9836,Brooklyn,Combined,NCB-014,East River / Open Waters,3018700001,0,303,36,56,13,4,52,Type A - Stone Columns,No Tree,N/A,GNCB14-2A,Package_1,Right of Way (ROW),Constructed
POINT (-73.94729838689173 40.63832405664218),187173,Nostrand-1,B250-117M,1,Onsite,Nostrand PG - Sport Courts Reconstruction,Permeable Pavers,Constructed,998876.6649,171839.44324,Brooklyn,Combined,CI-004,Jamaica Bay and Tributaries,3049950026,0,317,45,0,0,0,976,,,,,,External,Constructed
POINT (-73.7839277794172 40.767870141614964),106132,IB1045a,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1044101.63,219106.38,Queens,Combined,TI-010,Flushing Creek,4060860031,4060860032,411,19,26,18,4,72,Type A - Stone Columns,No Tree,N/A,GCTI10-1A,Package-1,Right of Way (ROW),Constructed
POINT (-73.86462775902318 40.72613004398602),160296,0397A,OGI-DESIGN-2,3,ROW,OGI Design Area 2 (BB-006),ROWB,Constructed (Full Maintenance),1021771.4,203854.3,Queens,Combined,BB-006,Flushing Bay,4031040208,0,406,30,28,10,5,50,Standard,Parrotia persica,Persian Parrotia,OGI-DESIGN-2-GQBB06-03-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.90208034704415 40.72427640735821),137398,1001a,GQNC77-01,1,ROW,DDC NCQ-077,ROWB,Constructed (Full Maintenance),1011391.35,203165.14,Queens,Combined,NCQ-077,Newtown Creek,4027090003,0,405,30,37,13,4,52,Type C - SW Chamber,No Tree,N/A,GCNC77-02,Phase-2,Right of Way (ROW),Constructed
POINT (-73.9237782742879 40.70421298034419),118814,MH-RG1,GKNC15-02-OS1,4,Onsite,Maria Hernandez Park,Rain Garden,Constructed,1005383.485,195849.448,Brooklyn,Combined,NCB-015,Newtown Creek,3032030001,0,304,34,53,0,0,726,,,,,,Public Onsite,Constructed
POINT (-73.84470326954636 40.67788115465136),133702,419c,GK26W5-06,3,ROW,EDC 26W-005 Phase 3,ROWB,Constructed (Full Maintenance),1027325.07,186284.98,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4091600226,0,410,32,23,13,5.5,71.5,Standard,No Tree,N/A,53320022-03,1,Right of Way (ROW),Constructed
POINT (-73.92694165831496 40.64617620759419),177579,GS6045e,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROWGS,Constructed (In Guarantee),1004524.03,174704.25,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3047630010,3047630013,317,45,58,16,3.5,56,,,,GKCI05-2A,3,Right of Way (ROW),Constructed
POINT (-73.9512973730254 40.7057175202929),183449,2-IB690b,GKNC14-06,2,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),997753.1459,196392.1562,Brooklyn,Combined,NCB-014,East River / Open Waters,3022280025,0,301,33,50,20,5,100,Standard,No Tree,N/A,GNCB14-2A,Package_2,Right of Way (ROW),Constructed
POINT (-73.80656957388311 40.73794255972403),187968,IB1280a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1037853.98,208188.16,Queens,Combined,TI-010,Flushing Creek,4067590024,0,408,24,0,12,4,48,Standard,No Tree,N/A,GCTI10-4B,Package-2,Right of Way (ROW),Constructed
POINT (-73.90238338039407 40.68061944913959),117786,6i,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1011325.0799,187259.52262,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3034750001,0,304,37,54,20,4.5,90,Standard,Amelanchier canadensis,Shadblow Serviceberry,GK26W3-03,3,Right of Way (ROW),Constructed
POINT (-73.83937627812476 40.68181814234669),188345,RG-2,Q118-114M,1,Onsite,Demutiis Park PG Reconstruction,Rain Garden,Constructed (Full Maintenance),1028800,187722,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095050030,0,410,29,0,0,0,427,,,,,,External,Constructed
POINT (-73.87634948251801 40.66448733722957),182094,IB2629b,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1018554.17,181391.26,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3044990001,0,305,42,60,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.90563184392657 40.64292828520045),174654,IB5033B,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1010438.8755,173526.5952,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081800040,3081800041,318,46,58,20,6,120,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,1,Right of Way (ROW),In Construction
POINT (-73.92751054247118 40.67693023684119),125837,0076a,GKNC15-02,1,ROW,EDC NCB-015 (English Kills) Phase 1,ROWB,Constructed (Full Maintenance),1004356.89,185908.67,Brooklyn,Combined,NCB-015,Newtown Creek,3013380006,0,308,41,56,13,5,65,Standard,Quercus bicolor,Swamp White Oak,GKNC15-02,Phase-1-Stage-1,Right of Way (ROW),Constructed
POINT (-73.91833923732352 40.65094947483685),176885,5079d,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROWB,Constructed (In Guarantee),1006909.62,176445.39,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3047490044,3047100073,317,42,58,12,6,72,Standard,Koelreuteria paniculata 'Rose Lantern',Rose Lantern Golden raintree,GKCI05-2A,3,Right of Way (ROW),Constructed
POINT (-73.88451638476457 40.67623019452183),171472,IB1736a,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1016282.8,185666.42,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3039690001,0,305,37,54,20,6,120,Type C - SW Chamber,No Tree,N/A,53320022-04,3,Right of Way (ROW),Constructed
POINT (-73.87341172052295 40.68519209625839),112518,1054B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1019358.287,188935.752,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041300029,0,305,37,54,13,5,65,Type C - SW Chamber,No Tree,N/A,53320022-02,2,Right of Way (ROW),Constructed
POINT (-73.81954812951012 40.72510036129446),187844,IB1010e,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1034266.97,203501.68,Queens,Combined,TI-010,Flushing Creek,4066620040,4066620039,408,24,0,18,4.5,81,Standard,No Tree,N/A,GCTI10-4B,Package-2,Right of Way (ROW),Constructed
POINT (-73.9206781394003 40.658801601690804),133251,638A,GK26W3-03,1,ROW,EDC 26W-003 (Fresh Creek) Phase 1,ROWB,Constructed (Full Maintenance),1006258.02,179305.54,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3046490024,0,317,41,58,15,4.5,67.5,Standard,Quercus bicolor,Swamp White Oak,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.91607311394738 40.65766666035849),150526,23b,GK26W3-03,3,ROW,EDC 26W-003 (Fresh Creek) Phase 3,ROWB,Constructed (Full Maintenance),1007536.09,178893.24,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3046940038,0,317,41,58,18,5,90,Standard,Gymnocladus dioicus,Kentucky Coffeetree,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.79406369632719 40.74843568627593),140964,IB2048B,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROW Infiltration Basin with Combination of Concrete and Grass Top,Constructed (Full Maintenance),1041310.65,212019.03,Queens,Combined,TI-010,Flushing Creek,4055870060,0,411,20,25,18,5,90,Standard,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.90587808991805 40.643476617447774),183807,IB6049D,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Grass Top,In Construction,1010370.323,173726.2939,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081610067,3081610069,318,46,58,15,4.5,67.5,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.86128125087724 40.8709890001876),144054,RG187a,GXHP14-02,2,ROW,EDC HP-014 Phase 2,ROWRG,Constructed (Full Maintenance),1022615.38,256632.87,Bronx,Combined,HP-014,Westchester Creek,2045740025,0,212,12,83,11,4,44,,No Tree,N/A,GXHP14-02,Stage-1,Right of Way (ROW),Constructed
POINT (-73.85831173730108 40.734799415344064),123034,4266,GQBB06-01,1,ROW,DPR BB-006 Phase 1,ROWB,Constructed (Full Maintenance),1023516.91413,207015.58708,Queens,Combined,BB-006,Flushing Bay,4020930133,0,406,24,35,10,5,50,Standard,No Tree,N/A,GQBB06-01,4,Right of Way (ROW),Constructed
POINT (-73.91130301526252 40.65895738250955),150735,111e,GK26W3-03,3,ROW,EDC 26W-003 (Fresh Creek) Phase 3,ROWB,Constructed (Full Maintenance),1008859.11,179364.79,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,1000000000,0,316,41,55,10,4.5,45,Standard,Quercus bicolor,Swamp White Oak,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.83329919756153 40.68887759976283),185682,IB812A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1030480.62,190297.11,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094120031,0,409,29,0,14,6,84,Standard,No Tree,N/A,GCJA03-2B,Package-1,Right of Way (ROW),Constructed
POINT (-73.98488800050507 40.73001699869296),183924,M19-01PPb,OSNC52-TBD1,OS,Onsite,P.S. 361 M,Permeable Pavers,Constructed,988438.381,205241.807,Manhattan,Combined,NCM-052,East River / Open Waters,1004530034,0,103,2,66,0,0,964,,,,,,Public Onsite,Constructed
POINT (-73.86234898717159 40.84775332130553),137916,IB576AA,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1022333.38,248166.76,Bronx,Combined,HP-007,Bronx River,2040540058,0,211,13,80,11,4.5,49.5,,,,GXHP07-03,2,Right of Way (ROW),Constructed
POINT (-73.91291993831909 40.68235038208281),157107,158d,GKNC15-02,2,ROW,EDC NCB-015 (English Kills) Phase 2,ROWB,Constructed (Full Maintenance),1008402.02,187887.07,Brooklyn,Combined,NCB-015,Newtown Creek,3015110054,0,316,41,55,12,5,60,Standard,Quercus acutissima,Sawtooth Oak,GKNC15-02,Phase-2-Stage-1,Right of Way (ROW),Constructed
POINT (-73.93931165724675 40.652987006933756),185387,IB4093J,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1001089.57918,177182.99034,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048770001,0,317,40,0,16,5,80,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,3,Right of Way (ROW),Constructed
